Y_pestis_Yp4003	Y_pestis_CO92	Similarity_Y_pestis_Yp4003.to.Y_pestis_CO92	Similarity_Y_pestis_CO92.to.Y_pestis_Yp4003
Yp4003_00783	gnl|YPES214092|GKDD-274-MONOMER	100.0	100.0
Yp4003_00784	gnl|YPES214092|GKDD-275-MONOMER	100.0	100.0
Yp4003_00785	gnl|YPES214092|GKDD-276-MONOMER	100.0	100.0
Yp4003_00786	gnl|YPES214092|GKDD-277-MONOMER	100.0	100.0
Yp4003_00787	gnl|YPES214092|GKDD-278-MONOMER	100.0	100.0
Yp4003_00788	gnl|YPES214092|GKDD-279-MONOMER	100.0	100.0
Yp4003_00789	gnl|YPES214092|GKDD-280-MONOMER	100.0	100.0
Yp4003_00790	gnl|YPES214092|GKDD-281-MONOMER	100.0	100.0
Yp4003_00791	gnl|YPES214092|GKDD-282-MONOMER	100.0	100.0
Yp4003_00792	gnl|YPES214092|GKDD-283-MONOMER	100.0	100.0
Yp4003_00794	gnl|YPES214092|GKDD-285-MONOMER	100.0	100.0
Yp4003_00807	gnl|YPES214092|GKDD-299-MONOMER	100.0	100.0
Yp4003_00795	gnl|YPES214092|GKDD-286-MONOMER	100.0	100.0
Yp4003_00796	gnl|YPES214092|GKDD-287-MONOMER	100.0	100.0
Yp4003_00797	gnl|YPES214092|GKDD-288-MONOMER	100.0	100.0
Yp4003_00798	gnl|YPES214092|GKDD-289-MONOMER	100.0	100.0
Yp4003_00799	gnl|YPES214092|GKDD-290-MONOMER	100.0	100.0
Yp4003_00800	gnl|YPES214092|GKDD-291-MONOMER	100.0	100.0
Yp4003_00801	gnl|YPES214092|GKDD-292-MONOMER	100.0	100.0
Yp4003_00802	gnl|YPES214092|GKDD-294-MONOMER	100.0	100.0
Yp4003_00803	gnl|YPES214092|GKDD-295-MONOMER	100.0	100.0
Yp4003_00804	gnl|YPES214092|GKDD-296-MONOMER	100.0	100.0
Yp4003_00805	gnl|YPES214092|GKDD-297-MONOMER	100.0	100.0
Yp4003_00806	gnl|YPES214092|GKDD-298-MONOMER	100.0	100.0
Yp4003_00841	gnl|YPES214092|GKDD-68-MONOMER	100.0	100.0
Yp4003_00843	gnl|YPES214092|GKDD-70-MONOMER	100.0	100.0
Yp4003_00643	gnl|YPES214092|GKDD-1216-MONOMER	100.0	100.0
Yp4003_00896	gnl|YPES214092|GKDD-3280-MONOMER	100.0	100.0
Yp4003_00881	gnl|YPES214092|GKDD-3268-MONOMER	100.0	100.0
Yp4003_00882	gnl|YPES214092|GKDD-3269-MONOMER	100.0	100.0
Yp4003_00885	gnl|YPES214092|GKDD-3270-MONOMER	100.0	100.0
Yp4003_00886	gnl|YPES214092|GKDD-3271-MONOMER	100.0	100.0
Yp4003_00887	gnl|YPES214092|GKDD-3272-MONOMER	100.0	100.0
Yp4003_00888	gnl|YPES214092|GKDD-3273-MONOMER	100.0	100.0
Yp4003_00889	gnl|YPES214092|GKDD-3274-MONOMER	100.0	100.0
Yp4003_00890	gnl|YPES214092|GKDD-3275-MONOMER	100.0	100.0
Yp4003_00892	gnl|YPES214092|GKDD-3276-MONOMER	100.0	100.0
Yp4003_00893	gnl|YPES214092|GKDD-3277-MONOMER	100.0	100.0
Yp4003_00894	gnl|YPES214092|GKDD-3278-MONOMER	100.0	100.0
Yp4003_00895	gnl|YPES214092|GKDD-3279-MONOMER	100.0	100.0
Yp4003_00897	gnl|YPES214092|GKDD-3281-MONOMER	100.0	100.0
Yp4003_00879	gnl|YPES214092|GKDD-3266-MONOMER	100.0	100.0
Yp4003_00898	gnl|YPES214092|GKDD-3282-MONOMER	100.0	100.0
Yp4003_00899	gnl|YPES214092|GKDD-3283-MONOMER	100.0	100.0
Yp4003_00900	gnl|YPES214092|GKDD-3284-MONOMER	100.0	100.0
Yp4003_00901	gnl|YPES214092|GKDD-3285-MONOMER	100.0	100.0
Yp4003_00902	gnl|YPES214092|GKDD-3286-MONOMER	100.0	100.0
Yp4003_00903	gnl|YPES214092|GKDD-3287-MONOMER	100.0	100.0
Yp4003_00904	gnl|YPES214092|GKDD-3288-MONOMER	100.0	100.0
Yp4003_00905	gnl|YPES214092|GKDD-3289-MONOMER	100.0	100.0
Yp4003_00906	gnl|YPES214092|GKDD-3290-MONOMER	100.0	100.0
Yp4003_00907	gnl|YPES214092|GKDD-3291-MONOMER	100.0	100.0
Yp4003_00908	gnl|YPES214092|GKDD-3292-MONOMER	100.0	100.0
Yp4003_00909	gnl|YPES214092|GKDD-3293-MONOMER	100.0	100.0
Yp4003_00880	gnl|YPES214092|GKDD-3267-MONOMER	100.0	100.0
Yp4003_00878	gnl|YPES214092|GKDD-3265-MONOMER	100.0	100.0
Yp4003_00844	gnl|YPES214092|GKDD-71-MONOMER	100.0	100.0
Yp4003_00858	gnl|YPES214092|GKDD-85-MONOMER	100.0	100.0
Yp4003_00845	gnl|YPES214092|GKDD-72-MONOMER	100.0	100.0
Yp4003_00846	gnl|YPES214092|GKDD-74-MONOMER	100.0	100.0
Yp4003_00847	gnl|YPES214092|GKDD-75-MONOMER	100.0	100.0
Yp4003_00848	gnl|YPES214092|GKDD-76-MONOMER	100.0	100.0
Yp4003_00849	gnl|YPES214092|GKDD-77-MONOMER	100.0	100.0
Yp4003_00850	gnl|YPES214092|GKDD-78-MONOMER	100.0	100.0
Yp4003_00851	gnl|YPES214092|GKDD-79-MONOMER	100.0	100.0
Yp4003_00852	gnl|YPES214092|GKDD-80-MONOMER	100.0	100.0
Yp4003_00853	gnl|YPES214092|GKDD-81-MONOMER	100.0	100.0
Yp4003_00854	gnl|YPES214092|GKDD-82-MONOMER	100.0	100.0
Yp4003_00855	gnl|YPES214092|GKDD-83-MONOMER	100.0	100.0
Yp4003_00857	gnl|YPES214092|GKDD-84-MONOMER	100.0	100.0
Yp4003_00859	gnl|YPES214092|GKDD-86-MONOMER	100.0	100.0
Yp4003_00877	gnl|YPES214092|GKDD-3264-MONOMER	100.0	100.0
Yp4003_00860	gnl|YPES214092|GKDD-87-MONOMER	100.0	100.0
Yp4003_00861	gnl|YPES214092|GKDD-88-MONOMER	100.0	100.0
Yp4003_00862	gnl|YPES214092|GKDD-89-MONOMER	100.0	100.0
Yp4003_00863	gnl|YPES214092|GKDD-90-MONOMER	100.0	100.0
Yp4003_00864	gnl|YPES214092|GKDD-91-MONOMER	100.0	100.0
Yp4003_00865	gnl|YPES214092|GKDD-92-MONOMER	100.0	100.0
Yp4003_00868	gnl|YPES214092|GKDD-95-MONOMER	100.0	100.0
Yp4003_00869	gnl|YPES214092|GKDD-96-MONOMER	100.0	100.0
Yp4003_00871	gnl|YPES214092|GKDD-3258-MONOMER	100.0	100.0
Yp4003_00872	gnl|YPES214092|GKDD-3259-MONOMER	100.0	100.0
Yp4003_00875	gnl|YPES214092|GKDD-3262-MONOMER	100.0	100.0
Yp4003_00876	gnl|YPES214092|GKDD-3263-MONOMER	100.0	100.0
Yp4003_00780	gnl|YPES214092|GKDD-271-MONOMER	100.0	100.0
Yp4003_00778	gnl|YPES214092|GKDD-270-MONOMER	100.0	100.0
Yp4003_00777	gnl|YPES214092|GKDD-269-MONOMER	100.0	100.0
Yp4003_00691	gnl|YPES214092|GKDD-609-MONOMER	100.0	100.0
Yp4003_00676	gnl|YPES214092|GKDD-1248-MONOMER	100.0	100.0
Yp4003_00677	gnl|YPES214092|GKDD-1249-MONOMER	100.0	100.0
Yp4003_00678	gnl|YPES214092|GKDD-1250-MONOMER	100.0	100.0
Yp4003_00679	gnl|YPES214092|GKDD-1251-MONOMER	100.0	100.0
Yp4003_00680	gnl|YPES214092|GKDD-1252-MONOMER	100.0	100.0
Yp4003_00681	gnl|YPES214092|GKDD-1253-MONOMER	100.0	100.0
Yp4003_00682	gnl|YPES214092|GKDD-1254-MONOMER	100.0	100.0
Yp4003_00683	gnl|YPES214092|GKDD-602-MONOMER	100.0	100.0
Yp4003_00684	gnl|YPES214092|GKDD-603-MONOMER	100.0	100.0
Yp4003_00687	gnl|YPES214092|GKDD-604-MONOMER	100.0	100.0
Yp4003_00688	gnl|YPES214092|GKDD-605-MONOMER	100.0	100.0
Yp4003_00690	gnl|YPES214092|GKDD-608-MONOMER	100.0	100.0
Yp4003_00693	gnl|YPES214092|GKDD-610-MONOMER	100.0	100.0
Yp4003_00674	gnl|YPES214092|GKDD-1246-MONOMER	100.0	100.0
Yp4003_00695	gnl|YPES214092|GKDD-612-MONOMER	100.0	100.0
Yp4003_00696	gnl|YPES214092|GKDD-613-MONOMER	100.0	100.0
Yp4003_00697	gnl|YPES214092|GKDD-614-MONOMER	100.0	100.0
Yp4003_00698	gnl|YPES214092|GKDD-615-MONOMER	100.0	100.0
Yp4003_00700	gnl|YPES214092|GKDD-617-MONOMER	100.0	100.0
Yp4003_00701	gnl|YPES214092|GKDD-618-MONOMER	100.0	100.0
Yp4003_00702	gnl|YPES214092|GKDD-619-MONOMER	100.0	100.0
Yp4003_00703	gnl|YPES214092|GKDD-620-MONOMER	100.0	100.0
Yp4003_00704	gnl|YPES214092|GKDD-621-MONOMER	100.0	100.0
Yp4003_00705	gnl|YPES214092|GKDD-622-MONOMER	100.0	100.0
Yp4003_00706	gnl|YPES214092|GKDD-623-MONOMER	100.0	100.0
Yp4003_00707	gnl|YPES214092|GKDD-624-MONOMER	100.0	100.0
Yp4003_00675	gnl|YPES214092|GKDD-1247-MONOMER	100.0	100.0
Yp4003_00673	gnl|YPES214092|GKDD-1245-MONOMER	100.0	100.0
Yp4003_00776	gnl|YPES214092|GKDD-268-MONOMER	100.0	100.0
Yp4003_00657	gnl|YPES214092|GKDD-1230-MONOMER	100.0	100.0
Yp4003_00645	gnl|YPES214092|GKDD-1218-MONOMER	100.0	100.0
Yp4003_00646	gnl|YPES214092|GKDD-1219-MONOMER	100.0	100.0
Yp4003_00647	gnl|YPES214092|GKDD-1220-MONOMER	100.0	100.0
Yp4003_00648	gnl|YPES214092|GKDD-1221-MONOMER	100.0	100.0
Yp4003_00649	gnl|YPES214092|GKDD-1222-MONOMER	100.0	100.0
Yp4003_00650	gnl|YPES214092|GKDD-1223-MONOMER	100.0	100.0
Yp4003_00651	gnl|YPES214092|GKDD-1224-MONOMER	100.0	100.0
Yp4003_00652	gnl|YPES214092|GKDD-1225-MONOMER	100.0	100.0
Yp4003_00653	gnl|YPES214092|GKDD-1226-MONOMER	100.0	100.0
Yp4003_00654	gnl|YPES214092|GKDD-1227-MONOMER	100.0	100.0
Yp4003_00655	gnl|YPES214092|GKDD-1228-MONOMER	100.0	100.0
Yp4003_00656	gnl|YPES214092|GKDD-1229-MONOMER	100.0	100.0
Yp4003_00658	gnl|YPES214092|GKDD-1231-MONOMER	100.0	100.0
Yp4003_00672	gnl|YPES214092|GKDD-1244-MONOMER	100.0	100.0
Yp4003_00659	gnl|YPES214092|GKDD-1232-MONOMER	100.0	100.0
Yp4003_00660	gnl|YPES214092|GKDD-1233-MONOMER	100.0	100.0
Yp4003_00661	gnl|YPES214092|GKDD-1234-MONOMER	100.0	100.0
Yp4003_00662	gnl|YPES214092|GKDD-1235-MONOMER	100.0	100.0
Yp4003_00663	gnl|YPES214092|GKDD-1236-MONOMER	100.0	100.0
Yp4003_00664	gnl|YPES214092|GKDD-1237-MONOMER	100.0	100.0
Yp4003_00665	gnl|YPES214092|GKDD-1238-MONOMER	100.0	100.0
Yp4003_00666	gnl|YPES214092|GKDD-1239-MONOMER	100.0	100.0
Yp4003_00667	gnl|YPES214092|GKDD-1240-MONOMER	100.0	100.0
Yp4003_00668	gnl|YPES214092|GKDD-1241-MONOMER	100.0	100.0
Yp4003_00669	gnl|YPES214092|GKDD-1242-MONOMER	100.0	100.0
Yp4003_00671	gnl|YPES214092|GKDD-1243-MONOMER	100.0	100.0
Yp4003_00708	gnl|YPES214092|GKDD-625-MONOMER	100.0	100.0
Yp4003_00710	gnl|YPES214092|GKDD-627-MONOMER	100.0	100.0
Yp4003_00711	gnl|YPES214092|GKDD-628-MONOMER	100.0	100.0
Yp4003_00761	gnl|YPES214092|GKDD-254-MONOMER	100.0	100.0
Yp4003_00748	gnl|YPES214092|GKDD-660-MONOMER	100.0	100.0
Yp4003_00749	gnl|YPES214092|GKDD-243-MONOMER	100.0	100.0
Yp4003_00750	gnl|YPES214092|GKDD-244-MONOMER	100.0	100.0
Yp4003_00751	gnl|YPES214092|GKDD-245-MONOMER	100.0	100.0
Yp4003_00752	gnl|YPES214092|GKDD-246-MONOMER	100.0	100.0
Yp4003_00753	gnl|YPES214092|GKDD-247-MONOMER	100.0	100.0
Yp4003_00754	gnl|YPES214092|GKDD-248-MONOMER	100.0	100.0
Yp4003_00755	gnl|YPES214092|GKDD-249-MONOMER	100.0	100.0
Yp4003_00756	gnl|YPES214092|GKDD-250-MONOMER	100.0	100.0
Yp4003_00757	gnl|YPES214092|GKDD-251-MONOMER	100.0	100.0
Yp4003_00758	gnl|YPES214092|GKDD-252-MONOMER	100.0	100.0
Yp4003_00760	gnl|YPES214092|GKDD-253-MONOMER	100.0	100.0
Yp4003_00762	gnl|YPES214092|GKDD-255-MONOMER	100.0	100.0
Yp4003_00712	gnl|YPES214092|GKDD-629-MONOMER	100.0	100.0
Yp4003_00763	gnl|YPES214092|GKDD-256-MONOMER	100.0	100.0
Yp4003_00764	gnl|YPES214092|GKDD-257-MONOMER	100.0	100.0
Yp4003_00765	gnl|YPES214092|GKDD-258-MONOMER	100.0	100.0
Yp4003_00766	gnl|YPES214092|GKDD-259-MONOMER	100.0	100.0
Yp4003_00767	gnl|YPES214092|GKDD-260-MONOMER	100.0	100.0
Yp4003_00768	gnl|YPES214092|GKDD-261-MONOMER	100.0	100.0
Yp4003_00770	gnl|YPES214092|GKDD-262-MONOMER	100.0	100.0
Yp4003_00771	gnl|YPES214092|GKDD-263-MONOMER	100.0	100.0
Yp4003_00772	gnl|YPES214092|GKDD-264-MONOMER	100.0	100.0
Yp4003_00773	gnl|YPES214092|GKDD-265-MONOMER	100.0	100.0
Yp4003_00774	gnl|YPES214092|GKDD-266-MONOMER	100.0	100.0
Yp4003_00775	gnl|YPES214092|GKDD-267-MONOMER	100.0	100.0
Yp4003_00747	gnl|YPES214092|GKDD-659-MONOMER	100.0	100.0
Yp4003_00743	gnl|YPES214092|GKDD-658-MONOMER	100.0	100.0
Yp4003_00742	gnl|YPES214092|GKDD-657-MONOMER	100.0	100.0
Yp4003_00741	gnl|YPES214092|GKDD-656-MONOMER	100.0	100.0
Yp4003_00713	gnl|YPES214092|GKDD-630-MONOMER	100.0	100.0
Yp4003_00714	gnl|YPES214092|GKDD-631-MONOMER	100.0	100.0
Yp4003_00715	gnl|YPES214092|GKDD-632-MONOMER	100.0	100.0
Yp4003_00716	gnl|YPES214092|GKDD-633-MONOMER	100.0	100.0
Yp4003_00717	gnl|YPES214092|GKDD-634-MONOMER	100.0	100.0
Yp4003_00718	gnl|YPES214092|GKDD-635-MONOMER	100.0	100.0
Yp4003_00719	gnl|YPES214092|GKDD-636-MONOMER	100.0	100.0
Yp4003_00720	gnl|YPES214092|GKDD-637-MONOMER	100.0	100.0
Yp4003_00721	gnl|YPES214092|GKDD-638-MONOMER	100.0	100.0
Yp4003_00722	gnl|YPES214092|GKDD-639-MONOMER	100.0	100.0
Yp4003_00723	gnl|YPES214092|GKDD-640-MONOMER	100.0	100.0
Yp4003_00724	gnl|YPES214092|GKDD-641-MONOMER	100.0	100.0
Yp4003_00725	gnl|YPES214092|GKDD-642-MONOMER	100.0	100.0
Yp4003_00728	gnl|YPES214092|GKDD-643-MONOMER	100.0	100.0
Yp4003_00729	gnl|YPES214092|GKDD-645-MONOMER	100.0	100.0
Yp4003_00730	gnl|YPES214092|GKDD-646-MONOMER	100.0	100.0
Yp4003_00731	gnl|YPES214092|GKDD-647-MONOMER	100.0	100.0
Yp4003_00732	gnl|YPES214092|GKDD-648-MONOMER	100.0	100.0
Yp4003_00733	gnl|YPES214092|GKDD-649-MONOMER	100.0	100.0
Yp4003_00734	gnl|YPES214092|GKDD-650-MONOMER	100.0	100.0
Yp4003_00736	gnl|YPES214092|GKDD-651-MONOMER	100.0	100.0
Yp4003_00737	gnl|YPES214092|GKDD-652-MONOMER	100.0	100.0
Yp4003_00738	gnl|YPES214092|GKDD-653-MONOMER	100.0	100.0
Yp4003_00739	gnl|YPES214092|GKDD-654-MONOMER	100.0	100.0
Yp4003_00740	gnl|YPES214092|GKDD-655-MONOMER	100.0	100.0
Yp4003_00910	gnl|YPES214092|GKDD-3294-MONOMER	100.0	100.0
Yp4003_00911	gnl|YPES214092|GKDD-3295-MONOMER	100.0	100.0
Yp4003_00912	gnl|YPES214092|GKDD-3296-MONOMER	100.0	100.0
Yp4003_01096	gnl|YPES214092|GKDD-1834-MONOMER	100.0	100.0
Yp4003_01078	gnl|YPES214092|GKDD-127-MONOMER	100.0	100.0
Yp4003_01079	gnl|YPES214092|GKDD-126-MONOMER	100.0	100.0
Yp4003_01080	gnl|YPES214092|GKDD-125-MONOMER	100.0	100.0
Yp4003_01081	gnl|YPES214092|GKDD-124-MONOMER	100.0	100.0
Yp4003_01084	gnl|YPES214092|GKDD-122-MONOMER	100.0	100.0
Yp4003_01085	gnl|YPES214092|GKDD-121-MONOMER	100.0	100.0
Yp4003_01086	gnl|YPES214092|GKDD-120-MONOMER	100.0	100.0
Yp4003_01087	gnl|YPES214092|GKDD-119-MONOMER	100.0	100.0
Yp4003_01091	gnl|YPES214092|GKDD-1830-MONOMER	100.0	100.0
Yp4003_01093	gnl|YPES214092|GKDD-1831-MONOMER	100.0	100.0
Yp4003_01094	gnl|YPES214092|GKDD-1832-MONOMER	100.0	100.0
Yp4003_01095	gnl|YPES214092|GKDD-1833-MONOMER	100.0	100.0
Yp4003_01097	gnl|YPES214092|GKDD-1835-MONOMER	100.0	100.0
Yp4003_01076	gnl|YPES214092|GKDD-129-MONOMER	100.0	100.0
Yp4003_01098	gnl|YPES214092|GKDD-1836-MONOMER	100.0	100.0
Yp4003_01099	gnl|YPES214092|GKDD-1837-MONOMER	100.0	100.0
Yp4003_01100	gnl|YPES214092|GKDD-1838-MONOMER	100.0	100.0
Yp4003_01101	gnl|YPES214092|GKDD-1839-MONOMER	100.0	100.0
Yp4003_01102	gnl|YPES214092|GKDD-1840-MONOMER	100.0	100.0
Yp4003_01103	gnl|YPES214092|GKDD-1841-MONOMER	100.0	100.0
Yp4003_01104	gnl|YPES214092|GKDD-1842-MONOMER	100.0	100.0
Yp4003_01105	gnl|YPES214092|GKDD-1843-MONOMER	100.0	100.0
Yp4003_01106	gnl|YPES214092|GKDD-1844-MONOMER	100.0	100.0
Yp4003_01107	gnl|YPES214092|GKDD-1845-MONOMER	100.0	100.0
Yp4003_01108	gnl|YPES214092|GKDD-1846-MONOMER	100.0	100.0
Yp4003_01109	gnl|YPES214092|GKDD-1847-MONOMER	100.0	100.0
Yp4003_01077	gnl|YPES214092|GKDD-128-MONOMER	100.0	100.0
Yp4003_01075	gnl|YPES214092|GKDD-130-MONOMER	100.0	100.0
Yp4003_01045	gnl|YPES214092|GKDD-159-MONOMER	100.0	100.0
Yp4003_01059	gnl|YPES214092|GKDD-145-MONOMER	100.0	100.0
Yp4003_01047	gnl|YPES214092|GKDD-157-MONOMER	100.0	100.0
Yp4003_01048	gnl|YPES214092|GKDD-156-MONOMER	100.0	100.0
Yp4003_01049	gnl|YPES214092|GKDD-155-MONOMER	100.0	100.0
Yp4003_01050	gnl|YPES214092|GKDD-154-MONOMER	100.0	100.0
Yp4003_01051	gnl|YPES214092|GKDD-153-MONOMER	100.0	100.0
Yp4003_01052	gnl|YPES214092|GKDD-152-MONOMER	100.0	100.0
Yp4003_01053	gnl|YPES214092|GKDD-151-MONOMER	100.0	100.0
Yp4003_01054	gnl|YPES214092|GKDD-150-MONOMER	100.0	100.0
Yp4003_01055	gnl|YPES214092|GKDD-149-MONOMER	100.0	100.0
Yp4003_01056	gnl|YPES214092|GKDD-148-MONOMER	100.0	100.0
Yp4003_01057	gnl|YPES214092|GKDD-147-MONOMER	100.0	100.0
Yp4003_01058	gnl|YPES214092|GKDD-146-MONOMER	100.0	100.0
Yp4003_01060	gnl|YPES214092|GKDD-144-MONOMER	100.0	100.0
Yp4003_01074	gnl|YPES214092|GKDD-131-MONOMER	100.0	100.0
Yp4003_01061	gnl|YPES214092|GKDD-143-MONOMER	100.0	100.0
Yp4003_01062	gnl|YPES214092|GKDD-142-MONOMER	100.0	100.0
Yp4003_01063	gnl|YPES214092|GKDD-141-MONOMER	100.0	100.0
Yp4003_01065	gnl|YPES214092|GKDD-140-MONOMER	100.0	100.0
Yp4003_01066	gnl|YPES214092|GKDD-139-MONOMER	100.0	100.0
Yp4003_01067	gnl|YPES214092|GKDD-138-MONOMER	100.0	100.0
Yp4003_01068	gnl|YPES214092|GKDD-137-MONOMER	100.0	100.0
Yp4003_01069	gnl|YPES214092|GKDD-136-MONOMER	100.0	100.0
Yp4003_01070	gnl|YPES214092|GKDD-135-MONOMER	100.0	100.0
Yp4003_01071	gnl|YPES214092|GKDD-134-MONOMER	100.0	100.0
Yp4003_01072	gnl|YPES214092|GKDD-133-MONOMER	100.0	100.0
Yp4003_01073	gnl|YPES214092|GKDD-132-MONOMER	100.0	100.0
Yp4003_01110	gnl|YPES214092|GKDD-1848-MONOMER	100.0	100.0
Yp4003_01111	gnl|YPES214092|GKDD-1849-MONOMER	100.0	100.0
Yp4003_01112	gnl|YPES214092|GKDD-1850-MONOMER	100.0	100.0
Yp4003_01159	gnl|YPES214092|GKDD-2980-MONOMER	100.0	100.0
Yp4003_01147	gnl|YPES214092|GKDD-2967-MONOMER	100.0	100.0
Yp4003_01148	gnl|YPES214092|GKDD-2969-MONOMER	100.0	100.0
Yp4003_01149	gnl|YPES214092|GKDD-2970-MONOMER	100.0	100.0
Yp4003_01150	gnl|YPES214092|GKDD-2971-MONOMER	100.0	100.0
Yp4003_01151	gnl|YPES214092|GKDD-2972-MONOMER	100.0	100.0
Yp4003_01152	gnl|YPES214092|GKDD-2973-MONOMER	100.0	100.0
Yp4003_01153	gnl|YPES214092|GKDD-2974-MONOMER	100.0	100.0
Yp4003_01154	gnl|YPES214092|GKDD-2975-MONOMER	100.0	100.0
Yp4003_01155	gnl|YPES214092|GKDD-2976-MONOMER	100.0	100.0
Yp4003_01156	gnl|YPES214092|GKDD-2977-MONOMER	100.0	100.0
Yp4003_01157	gnl|YPES214092|GKDD-2978-MONOMER	100.0	100.0
Yp4003_01158	gnl|YPES214092|GKDD-2979-MONOMER	100.0	100.0
Yp4003_01160	gnl|YPES214092|GKDD-2981-MONOMER	100.0	100.0
Yp4003_01113	gnl|YPES214092|GKDD-1851-MONOMER	100.0	100.0
Yp4003_01161	gnl|YPES214092|GKDD-2982-MONOMER	100.0	100.0
Yp4003_01162	gnl|YPES214092|GKDD-2983-MONOMER	100.0	100.0
Yp4003_02295	gnl|YPES214092|GKDD-1823-MONOMER	100.0	100.0
Yp4003_01164	gnl|YPES214092|GKDD-2985-MONOMER	100.0	100.0
Yp4003_01165	gnl|YPES214092|GKDD-2986-MONOMER	100.0	100.0
Yp4003_01166	gnl|YPES214092|GKDD-2987-MONOMER	100.0	100.0
Yp4003_01167	gnl|YPES214092|GKDD-2988-MONOMER	100.0	100.0
Yp4003_01169	gnl|YPES214092|GKDD-2989-MONOMER	100.0	100.0
Yp4003_01170	gnl|YPES214092|GKDD-2990-MONOMER	100.0	100.0
Yp4003_01172	gnl|YPES214092|GKDD-2992-MONOMER	100.0	100.0
Yp4003_01173	gnl|YPES214092|GKDD-2993-MONOMER	100.0	100.0
Yp4003_01174	gnl|YPES214092|GKDD-2994-MONOMER	100.0	100.0
Yp4003_01146	gnl|YPES214092|GKDD-2966-MONOMER	100.0	100.0
Yp4003_01145	gnl|YPES214092|GKDD-2965-MONOMER	100.0	100.0
Yp4003_01144	gnl|YPES214092|GKDD-2964-MONOMER	100.0	100.0
Yp4003_01143	gnl|YPES214092|GKDD-2963-MONOMER	100.0	100.0
Yp4003_01114	gnl|YPES214092|GKDD-1852-MONOMER	100.0	100.0
Yp4003_01115	gnl|YPES214092|GKDD-1853-MONOMER	100.0	100.0
Yp4003_01116	gnl|YPES214092|GKDD-1854-MONOMER	100.0	100.0
Yp4003_01117	gnl|YPES214092|GKDD-1855-MONOMER	100.0	100.0
Yp4003_01118	gnl|YPES214092|GKDD-1856-MONOMER	100.0	100.0
Yp4003_01119	gnl|YPES214092|GKDD-1857-MONOMER	100.0	100.0
Yp4003_01120	gnl|YPES214092|GKDD-1858-MONOMER	100.0	100.0
Yp4003_01121	gnl|YPES214092|GKDD-1859-MONOMER	100.0	100.0
Yp4003_01122	gnl|YPES214092|GKDD-1860-MONOMER	100.0	100.0
Yp4003_01123	gnl|YPES214092|GKDD-1861-MONOMER	100.0	100.0
Yp4003_01124	gnl|YPES214092|GKDD-1862-MONOMER	100.0	100.0
Yp4003_01125	gnl|YPES214092|GKDD-1863-MONOMER	100.0	100.0
Yp4003_01126	gnl|YPES214092|GKDD-1864-MONOMER	100.0	100.0
Yp4003_01127	gnl|YPES214092|GKDD-1865-MONOMER	100.0	100.0
Yp4003_01130	gnl|YPES214092|GKDD-1866-MONOMER	100.0	100.0
Yp4003_01131	gnl|YPES214092|GKDD-1867-MONOMER	100.0	100.0
Yp4003_01132	gnl|YPES214092|GKDD-1868-MONOMER	100.0	100.0
Yp4003_01133	gnl|YPES214092|GKDD-1869-MONOMER	100.0	100.0
Yp4003_01134	gnl|YPES214092|GKDD-1870-MONOMER	100.0	100.0
Yp4003_01137	gnl|YPES214092|GKDD-2956-MONOMER	100.0	100.0
Yp4003_01138	gnl|YPES214092|GKDD-2958-MONOMER	100.0	100.0
Yp4003_01139	gnl|YPES214092|GKDD-2959-MONOMER	100.0	100.0
Yp4003_01140	gnl|YPES214092|GKDD-2960-MONOMER	100.0	100.0
Yp4003_01141	gnl|YPES214092|GKDD-2961-MONOMER	100.0	100.0
Yp4003_01142	gnl|YPES214092|GKDD-2962-MONOMER	100.0	100.0
Yp4003_01046	gnl|YPES214092|GKDD-158-MONOMER	100.0	100.0
Yp4003_01044	gnl|YPES214092|GKDD-160-MONOMER	100.0	100.0
Yp4003_00913	gnl|YPES214092|GKDD-3297-MONOMER	100.0	100.0
Yp4003_00962	gnl|YPES214092|GKDD-1129-MONOMER	100.0	100.0
Yp4003_00948	gnl|YPES214092|GKDD-1141-MONOMER	100.0	100.0
Yp4003_00949	gnl|YPES214092|GKDD-1140-MONOMER	100.0	100.0
Yp4003_00950	gnl|YPES214092|GKDD-1139-MONOMER	100.0	100.0
Yp4003_00951	gnl|YPES214092|GKDD-1138-MONOMER	100.0	100.0
Yp4003_00954	gnl|YPES214092|GKDD-1137-MONOMER	100.0	100.0
Yp4003_00955	gnl|YPES214092|GKDD-1136-MONOMER	100.0	100.0
Yp4003_00956	gnl|YPES214092|GKDD-1135-MONOMER	100.0	100.0
Yp4003_00957	gnl|YPES214092|GKDD-1134-MONOMER	100.0	100.0
Yp4003_00958	gnl|YPES214092|GKDD-1133-MONOMER	100.0	100.0
Yp4003_00959	gnl|YPES214092|GKDD-1132-MONOMER	100.0	100.0
Yp4003_00960	gnl|YPES214092|GKDD-1131-MONOMER	100.0	100.0
Yp4003_00961	gnl|YPES214092|GKDD-1130-MONOMER	100.0	100.0
Yp4003_00963	gnl|YPES214092|GKDD-1128-MONOMER	100.0	100.0
Yp4003_00946	gnl|YPES214092|GKDD-1143-MONOMER	100.0	100.0
Yp4003_00964	gnl|YPES214092|GKDD-1127-MONOMER	100.0	100.0
Yp4003_00965	gnl|YPES214092|GKDD-1126-MONOMER	100.0	100.0
Yp4003_00966	gnl|YPES214092|GKDD-1125-MONOMER	100.0	100.0
