Y_pestis_CO92	Y_pestis_Yp4003	Similarity_Y_pestis_CO92.to.Y_pestis_Yp4003
gnl|YPES214092|GKDD-1015-MONOMER	Yp4003_02334	100.00
gnl|YPES214092|GKDD-1026-MONOMER	Yp4003_04124	100.00
gnl|YPES214092|GKDD-1031-MONOMER	Yp4003_04119	100.00
gnl|YPES214092|GKDD-1038-MONOMER	Yp4003_04034	100.00
gnl|YPES214092|GKDD-1039-MONOMER	Yp4003_04035	100.00
gnl|YPES214092|GKDD-105-MONOMER	Yp4003_03542	100.00
gnl|YPES214092|GKDD-1050-MONOMER	Yp4003_02975	100.00
gnl|YPES214092|GKDD-1054-MONOMER	Yp4003_02971	100.00
gnl|YPES214092|GKDD-1056-MONOMER	Yp4003_02969	100.00
gnl|YPES214092|GKDD-1057-MONOMER	Yp4003_02968	100.00
gnl|YPES214092|GKDD-1063-MONOMER	Yp4003_02961	100.00
gnl|YPES214092|GKDD-1066-MONOMER	Yp4003_02958	100.00
gnl|YPES214092|GKDD-1072-MONOMER	Yp4003_02952	100.00
gnl|YPES214092|GKDD-1074-MONOMER	Yp4003_02949	100.00
gnl|YPES214092|GKDD-1075-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-108-MONOMER	Yp4003_03545	100.00
gnl|YPES214092|GKDD-1083-MONOMER	Yp4003_04045	100.00
gnl|YPES214092|GKDD-1091-MONOMER	Yp4003_03571	100.00
gnl|YPES214092|GKDD-1092-MONOMER	Yp4003_03570	100.00
gnl|YPES214092|GKDD-110-MONOMER	Yp4003_03548	100.00
gnl|YPES214092|GKDD-1108-MONOMER	Yp4003_01005	58.48
gnl|YPES214092|GKDD-1110-MONOMER	Yp4003_02819	60.87
gnl|YPES214092|GKDD-1117-MONOMER	Yp4003_00974	100.00
gnl|YPES214092|GKDD-112-MONOMER	Yp4003_03550	100.00
gnl|YPES214092|GKDD-1123-MONOMER	Yp4003_00968	100.00
gnl|YPES214092|GKDD-1128-MONOMER	Yp4003_00963	100.00
gnl|YPES214092|GKDD-1132-MONOMER	Yp4003_00959	100.00
gnl|YPES214092|GKDD-1136-MONOMER	Yp4003_00955	100.00
gnl|YPES214092|GKDD-1137-MONOMER	Yp4003_00954	100.00
gnl|YPES214092|GKDD-1140-MONOMER	Yp4003_00949	100.00
gnl|YPES214092|GKDD-1145-MONOMER	Yp4003_00944	100.00
gnl|YPES214092|GKDD-1151-MONOMER	Yp4003_00938	100.00
gnl|YPES214092|GKDD-1152-MONOMER	Yp4003_00937	100.00
gnl|YPES214092|GKDD-1169-MONOMER	Yp4003_02566	100.00
gnl|YPES214092|GKDD-1171-MONOMER	Yp4003_02568	100.00
gnl|YPES214092|GKDD-1175-MONOMER	Yp4003_02572	100.00
gnl|YPES214092|GKDD-1177-MONOMER	Yp4003_02574	100.00
gnl|YPES214092|GKDD-1179-MONOMER	Yp4003_02576	100.00
gnl|YPES214092|GKDD-1181-MONOMER	Yp4003_02578	100.00
gnl|YPES214092|GKDD-1182-MONOMER	Yp4003_02579	100.00
gnl|YPES214092|GKDD-119-MONOMER	Yp4003_01087	100.00
gnl|YPES214092|GKDD-1199-MONOMER	Yp4003_02597	100.00
gnl|YPES214092|GKDD-120-MONOMER	Yp4003_01086	100.00
gnl|YPES214092|GKDD-1207-MONOMER	Yp4003_00632	100.00
gnl|YPES214092|GKDD-1212-MONOMER	Yp4003_00639	100.00
gnl|YPES214092|GKDD-1213-MONOMER	Yp4003_00640	100.00
gnl|YPES214092|GKDD-1219-MONOMER	Yp4003_00646	100.00
gnl|YPES214092|GKDD-1220-MONOMER	Yp4003_00647	100.00
gnl|YPES214092|GKDD-1225-MONOMER	Yp4003_00652	100.00
gnl|YPES214092|GKDD-1230-MONOMER	Yp4003_00657	100.00
gnl|YPES214092|GKDD-1236-MONOMER	Yp4003_00663	100.00
gnl|YPES214092|GKDD-1247-MONOMER	Yp4003_00675	100.00
gnl|YPES214092|GKDD-1249-MONOMER	Yp4003_00677	100.00
gnl|YPES214092|GKDD-1250-MONOMER	Yp4003_00678	100.00
gnl|YPES214092|GKDD-1251-MONOMER	Yp4003_00679	100.00
gnl|YPES214092|GKDD-1256-MONOMER	Yp4003_03760	100.00
gnl|YPES214092|GKDD-1258-MONOMER	Yp4003_03758	100.00
gnl|YPES214092|GKDD-1259-MONOMER	Yp4003_03757	100.00
gnl|YPES214092|GKDD-126-MONOMER	Yp4003_01079	100.00
gnl|YPES214092|GKDD-1260-MONOMER	Yp4003_03756	100.00
gnl|YPES214092|GKDD-1261-MONOMER	Yp4003_03755	100.00
gnl|YPES214092|GKDD-1268-MONOMER	Yp4003_03749	100.00
gnl|YPES214092|GKDD-1269-MONOMER	Yp4003_03748	100.00
gnl|YPES214092|GKDD-1271-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-1283-MONOMER	Yp4003_02935	100.00
gnl|YPES214092|GKDD-1290-MONOMER	Yp4003_02928	100.00
gnl|YPES214092|GKDD-1291-MONOMER	Yp4003_02927	100.00
gnl|YPES214092|GKDD-1299-MONOMER	Yp4003_02919	100.00
gnl|YPES214092|GKDD-130-MONOMER	Yp4003_01075	100.00
gnl|YPES214092|GKDD-1312-MONOMER	Yp4003_01336	100.00
gnl|YPES214092|GKDD-1315-MONOMER	Yp4003_01333	100.00
gnl|YPES214092|GKDD-132-MONOMER	Yp4003_01073	100.00
gnl|YPES214092|GKDD-1321-MONOMER	Yp4003_01327	100.00
gnl|YPES214092|GKDD-1324-MONOMER	Yp4003_01324	100.00
gnl|YPES214092|GKDD-1330-MONOMER	Yp4003_01317	100.00
gnl|YPES214092|GKDD-1331-MONOMER	Yp4003_01316	100.00
gnl|YPES214092|GKDD-1335-MONOMER	Yp4003_01312	100.00
gnl|YPES214092|GKDD-134-MONOMER	Yp4003_01071	100.00
gnl|YPES214092|GKDD-1340-MONOMER	Yp4003_03375	100.00
gnl|YPES214092|GKDD-1341-MONOMER	Yp4003_03376	100.00
gnl|YPES214092|GKDD-1350-MONOMER	Yp4003_03385	100.00
gnl|YPES214092|GKDD-1351-MONOMER	Yp4003_03386	100.00
gnl|YPES214092|GKDD-1352-MONOMER	Yp4003_03387	100.00
gnl|YPES214092|GKDD-136-MONOMER	Yp4003_01069	100.00
gnl|YPES214092|GKDD-1365-MONOMER	Yp4003_03127	100.00
gnl|YPES214092|GKDD-1366-MONOMER	Yp4003_03126	100.00
gnl|YPES214092|GKDD-1367-MONOMER	Yp4003_03125	100.00
gnl|YPES214092|GKDD-1368-MONOMER	Yp4003_03124	100.00
gnl|YPES214092|GKDD-1380-MONOMER	Yp4003_03112	100.00
gnl|YPES214092|GKDD-1381-MONOMER	Yp4003_03111	100.00
gnl|YPES214092|GKDD-1382-MONOMER	Yp4003_03110	100.00
gnl|YPES214092|GKDD-1383-MONOMER	Yp4003_03109	100.00
gnl|YPES214092|GKDD-139-MONOMER	Yp4003_01066	100.00
gnl|YPES214092|GKDD-1397-MONOMER	Yp4003_02440	64.89
gnl|YPES214092|GKDD-1402-MONOMER	Yp4003_04359	99.66
gnl|YPES214092|GKDD-1403-MONOMER	Yp4003_04317	95.70
gnl|YPES214092|GKDD-1409-MONOMER	Yp4003_03279	100.00
gnl|YPES214092|GKDD-1410-MONOMER	Yp4003_03280	100.00
gnl|YPES214092|GKDD-1415-MONOMER	Yp4003_03285	100.00
gnl|YPES214092|GKDD-1423-MONOMER	Yp4003_03015	100.00
gnl|YPES214092|GKDD-1428-MONOMER	Yp4003_03020	100.00
gnl|YPES214092|GKDD-1437-MONOMER	Yp4003_03029	100.00
gnl|YPES214092|GKDD-1442-MONOMER	Yp4003_03034	100.00
gnl|YPES214092|GKDD-1447-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-1449-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1453-MONOMER	Yp4003_01753	100.00
gnl|YPES214092|GKDD-1459-MONOMER	Yp4003_01759	100.00
gnl|YPES214092|GKDD-1466-MONOMER	Yp4003_01766	100.00
gnl|YPES214092|GKDD-1469-MONOMER	Yp4003_01769	100.00
gnl|YPES214092|GKDD-1473-MONOMER	Yp4003_01773	100.00
gnl|YPES214092|GKDD-148-MONOMER	Yp4003_01056	100.00
gnl|YPES214092|GKDD-1483-MONOMER	Yp4003_01786	100.00
gnl|YPES214092|GKDD-1493-MONOMER	Yp4003_03145	100.00
gnl|YPES214092|GKDD-1494-MONOMER	Yp4003_03144	100.00
gnl|YPES214092|GKDD-1502-MONOMER	Yp4003_03136	100.00
gnl|YPES214092|GKDD-1503-MONOMER	Yp4003_03135	100.00
gnl|YPES214092|GKDD-1507-MONOMER	Yp4003_03130	100.00
gnl|YPES214092|GKDD-1518-MONOMER	Yp4003_04314	100.00
gnl|YPES214092|GKDD-152-MONOMER	Yp4003_01052	100.00
gnl|YPES214092|GKDD-1521-MONOMER	Yp4003_04247	100.00
gnl|YPES214092|GKDD-1524-MONOMER	Yp4003_04244	100.00
gnl|YPES214092|GKDD-1531-MONOMER	Yp4003_04268	100.00
gnl|YPES214092|GKDD-1536-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1537-MONOMER	Yp4003_04174	100.00
gnl|YPES214092|GKDD-1539-MONOMER	Yp4003_04172	100.00
gnl|YPES214092|GKDD-1546-MONOMER	Yp4003_02078	100.00
gnl|YPES214092|GKDD-1547-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-1548-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-1549-MONOMER	Yp4003_02670	100.00
gnl|YPES214092|GKDD-1564-MONOMER	Yp4003_02655	100.00
gnl|YPES214092|GKDD-1567-MONOMER	Yp4003_02652	100.00
gnl|YPES214092|GKDD-1571-MONOMER	Yp4003_02648	100.00
gnl|YPES214092|GKDD-1577-MONOMER	Yp4003_02640	100.00
gnl|YPES214092|GKDD-158-MONOMER	Yp4003_01046	100.00
gnl|YPES214092|GKDD-1583-MONOMER	Yp4003_03464	100.00
gnl|YPES214092|GKDD-1590-MONOMER	Yp4003_03471	100.00
gnl|YPES214092|GKDD-1594-MONOMER	Yp4003_03475	100.00
gnl|YPES214092|GKDD-1597-MONOMER	Yp4003_03440	100.00
gnl|YPES214092|GKDD-1601-MONOMER	Yp4003_03446	100.00
gnl|YPES214092|GKDD-1607-MONOMER	Yp4003_03453	100.00
gnl|YPES214092|GKDD-161-MONOMER	Yp4003_01043	100.00
gnl|YPES214092|GKDD-1612-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-1614-MONOMER	Yp4003_02236	100.00
gnl|YPES214092|GKDD-1617-MONOMER	Yp4003_02233	100.00
gnl|YPES214092|GKDD-162-MONOMER	Yp4003_01042	100.00
gnl|YPES214092|GKDD-1621-MONOMER	Yp4003_02229	100.00
gnl|YPES214092|GKDD-1624-MONOMER	Yp4003_02225	100.00
gnl|YPES214092|GKDD-1625-MONOMER	Yp4003_02224	100.00
gnl|YPES214092|GKDD-1634-MONOMER	Yp4003_02214	100.00
gnl|YPES214092|GKDD-1635-MONOMER	Yp4003_02213	100.00
gnl|YPES214092|GKDD-1636-MONOMER	Yp4003_02212	100.00
gnl|YPES214092|GKDD-1643-MONOMER	Yp4003_02205	100.00
gnl|YPES214092|GKDD-1654-MONOMER	Yp4003_01034	100.00
gnl|YPES214092|GKDD-1655-MONOMER	Yp4003_01033	100.00
gnl|YPES214092|GKDD-1661-MONOMER	Yp4003_01026	100.00
gnl|YPES214092|GKDD-1662-MONOMER	Yp4003_01025	100.00
gnl|YPES214092|GKDD-1663-MONOMER	Yp4003_01024	100.00
gnl|YPES214092|GKDD-1664-MONOMER	Yp4003_01023	100.00
gnl|YPES214092|GKDD-1667-MONOMER	Yp4003_01021	100.00
gnl|YPES214092|GKDD-1679-MONOMER	Yp4003_01011	100.00
gnl|YPES214092|GKDD-1681-MONOMER	Yp4003_01008	100.00
gnl|YPES214092|GKDD-1690-MONOMER	Yp4003_00999	100.00
gnl|YPES214092|GKDD-1691-MONOMER	Yp4003_00998	100.00
gnl|YPES214092|GKDD-1695-MONOMER	Yp4003_00994	100.00
gnl|YPES214092|GKDD-1697-MONOMER	Yp4003_00992	100.00
gnl|YPES214092|GKDD-1699-MONOMER	Yp4003_00990	100.00
gnl|YPES214092|GKDD-1706-MONOMER	Yp4003_00982	100.00
gnl|YPES214092|GKDD-1707-MONOMER	Yp4003_00981	100.00
gnl|YPES214092|GKDD-1708-MONOMER	Yp4003_00980	100.00
gnl|YPES214092|GKDD-1714-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1717-MONOMER	Yp4003_03731	100.00
gnl|YPES214092|GKDD-172-MONOMER	Yp4003_03046	100.00
gnl|YPES214092|GKDD-1721-MONOMER	Yp4003_03727	100.00
gnl|YPES214092|GKDD-1723-MONOMER	Yp4003_03725	100.00
gnl|YPES214092|GKDD-1726-MONOMER	Yp4003_03722	100.00
gnl|YPES214092|GKDD-173-MONOMER	Yp4003_03047	100.00
gnl|YPES214092|GKDD-1735-MONOMER	Yp4003_00553	100.00
gnl|YPES214092|GKDD-1736-MONOMER	Yp4003_00552	100.00
gnl|YPES214092|GKDD-174-MONOMER	Yp4003_03048	100.00
gnl|YPES214092|GKDD-1742-MONOMER	Yp4003_00546	100.00
gnl|YPES214092|GKDD-175-MONOMER	Yp4003_03049	100.00
gnl|YPES214092|GKDD-1752-MONOMER	Yp4003_00536	100.00
gnl|YPES214092|GKDD-1758-MONOMER	Yp4003_00528	100.00
gnl|YPES214092|GKDD-1759-MONOMER	Yp4003_00527	100.00
gnl|YPES214092|GKDD-1764-MONOMER	Yp4003_00522	100.00
gnl|YPES214092|GKDD-1766-MONOMER	Yp4003_00520	100.00
gnl|YPES214092|GKDD-1768-MONOMER	Yp4003_00518	100.00
gnl|YPES214092|GKDD-1771-MONOMER	Yp4003_00514	100.00
gnl|YPES214092|GKDD-1778-MONOMER	Yp4003_00507	100.00
gnl|YPES214092|GKDD-1790-MONOMER	Yp4003_00491	100.00
gnl|YPES214092|GKDD-1791-MONOMER	Yp4003_00490	100.00
gnl|YPES214092|GKDD-1796-MONOMER	Yp4003_00482	100.00
gnl|YPES214092|GKDD-1800-MONOMER	Yp4003_04065	100.00
gnl|YPES214092|GKDD-1801-MONOMER	Yp4003_04068	100.00
gnl|YPES214092|GKDD-1802-MONOMER	Yp4003_04069	100.00
gnl|YPES214092|GKDD-1814-MONOMER	Yp4003_02286	100.00
gnl|YPES214092|GKDD-1815-MONOMER	Yp4003_02287	100.00
gnl|YPES214092|GKDD-1816-MONOMER	Yp4003_02288	100.00
gnl|YPES214092|GKDD-1817-MONOMER	Yp4003_02289	100.00
gnl|YPES214092|GKDD-1827-MONOMER	Yp4003_02299	100.00
gnl|YPES214092|GKDD-1828-MONOMER	Yp4003_02300	100.00
gnl|YPES214092|GKDD-1837-MONOMER	Yp4003_01099	100.00
gnl|YPES214092|GKDD-1840-MONOMER	Yp4003_01102	100.00
gnl|YPES214092|GKDD-1845-MONOMER	Yp4003_01107	100.00
gnl|YPES214092|GKDD-1846-MONOMER	Yp4003_01108	100.00
gnl|YPES214092|GKDD-1849-MONOMER	Yp4003_01111	100.00
gnl|YPES214092|GKDD-1850-MONOMER	Yp4003_01112	100.00
gnl|YPES214092|GKDD-1854-MONOMER	Yp4003_01116	100.00
gnl|YPES214092|GKDD-1865-MONOMER	Yp4003_01127	100.00
gnl|YPES214092|GKDD-1866-MONOMER	Yp4003_01130	100.00
gnl|YPES214092|GKDD-1867-MONOMER	Yp4003_01131	100.00
gnl|YPES214092|GKDD-1871-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-1879-MONOMER	Yp4003_03599	100.00
gnl|YPES214092|GKDD-1880-MONOMER	Yp4003_03598	100.00
gnl|YPES214092|GKDD-1881-MONOMER	Yp4003_03597	100.00
gnl|YPES214092|GKDD-1896-MONOMER	Yp4003_02741	100.00
gnl|YPES214092|GKDD-1900-MONOMER	Yp4003_02745	99.78
gnl|YPES214092|GKDD-1904-MONOMER	Yp4003_02749	100.00
gnl|YPES214092|GKDD-1906-MONOMER	Yp4003_02751	100.00
gnl|YPES214092|GKDD-191-MONOMER	Yp4003_03067	100.00
gnl|YPES214092|GKDD-1910-MONOMER	Yp4003_02756	100.00
gnl|YPES214092|GKDD-1913-MONOMER	Yp4003_02759	100.00
gnl|YPES214092|GKDD-1914-MONOMER	Yp4003_02760	100.00
gnl|YPES214092|GKDD-1915-MONOMER	Yp4003_02761	100.00
gnl|YPES214092|GKDD-1916-MONOMER	Yp4003_02762	100.00
gnl|YPES214092|GKDD-192-MONOMER	Yp4003_03068	100.00
gnl|YPES214092|GKDD-1922-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1924-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-193-MONOMER	Yp4003_03069	100.00
gnl|YPES214092|GKDD-1938-MONOMER	Yp4003_03620	100.00
gnl|YPES214092|GKDD-1939-MONOMER	Yp4003_03619	100.00
gnl|YPES214092|GKDD-194-MONOMER	Yp4003_03070	100.00
gnl|YPES214092|GKDD-1940-MONOMER	Yp4003_03618	100.00
gnl|YPES214092|GKDD-1941-MONOMER	Yp4003_03617	100.00
gnl|YPES214092|GKDD-1942-MONOMER	Yp4003_03615	100.00
gnl|YPES214092|GKDD-1943-MONOMER	Yp4003_03614	100.00
gnl|YPES214092|GKDD-1944-MONOMER	Yp4003_03613	100.00
gnl|YPES214092|GKDD-195-MONOMER	Yp4003_03071	100.00
gnl|YPES214092|GKDD-1957-MONOMER	Yp4003_02853	100.00
gnl|YPES214092|GKDD-1958-MONOMER	Yp4003_02852	100.00
gnl|YPES214092|GKDD-1959-MONOMER	Yp4003_02851	100.00
gnl|YPES214092|GKDD-196-MONOMER	Yp4003_03072	100.00
gnl|YPES214092|GKDD-1966-MONOMER	Yp4003_02843	100.00
gnl|YPES214092|GKDD-1967-MONOMER	Yp4003_02842	100.00
gnl|YPES214092|GKDD-197-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1973-MONOMER	Yp4003_02836	100.00
gnl|YPES214092|GKDD-1974-MONOMER	Yp4003_02835	100.00
gnl|YPES214092|GKDD-1981-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-1982-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-1986-MONOMER	Yp4003_04133	100.00
gnl|YPES214092|GKDD-1993-MONOMER	Yp4003_04143	100.00
gnl|YPES214092|GKDD-2000-MONOMER	Yp4003_03884	100.00
gnl|YPES214092|GKDD-2003-MONOMER	Yp4003_03887	100.00
gnl|YPES214092|GKDD-2007-MONOMER	Yp4003_03891	100.00
gnl|YPES214092|GKDD-2011-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-2013-MONOMER	Yp4003_03953	100.00
gnl|YPES214092|GKDD-2020-MONOMER	Yp4003_03964	100.00
gnl|YPES214092|GKDD-2021-MONOMER	Yp4003_03965	100.00
gnl|YPES214092|GKDD-2028-MONOMER	Yp4003_02531	100.00
gnl|YPES214092|GKDD-2029-MONOMER	Yp4003_02532	100.00
gnl|YPES214092|GKDD-2030-MONOMER	Yp4003_02533	100.00
gnl|YPES214092|GKDD-2046-MONOMER	Yp4003_02549	100.00
gnl|YPES214092|GKDD-2047-MONOMER	Yp4003_02550	100.00
gnl|YPES214092|GKDD-2048-MONOMER	Yp4003_02551	100.00
gnl|YPES214092|GKDD-2049-MONOMER	Yp4003_02552	100.00
gnl|YPES214092|GKDD-2050-MONOMER	Yp4003_02553	100.00
gnl|YPES214092|GKDD-2051-MONOMER	Yp4003_02554	100.00
gnl|YPES214092|GKDD-2052-MONOMER	Yp4003_02555	100.00
gnl|YPES214092|GKDD-2053-MONOMER	Yp4003_02556	100.00
gnl|YPES214092|GKDD-2054-MONOMER	Yp4003_02557	100.00
gnl|YPES214092|GKDD-2056-MONOMER	Yp4003_02078	100.00
gnl|YPES214092|GKDD-2057-MONOMER	Yp4003_04185	100.00
gnl|YPES214092|GKDD-2058-MONOMER	Yp4003_04186	100.00
gnl|YPES214092|GKDD-2101-MONOMER	Yp4003_00375	100.00
gnl|YPES214092|GKDD-2108-MONOMER	Yp4003_00382	100.00
gnl|YPES214092|GKDD-2109-MONOMER	Yp4003_00383	100.00
gnl|YPES214092|GKDD-2116-MONOMER	Yp4003_00390	100.00
gnl|YPES214092|GKDD-2122-MONOMER	Yp4003_00396	100.00
gnl|YPES214092|GKDD-2123-MONOMER	Yp4003_00397	100.00
gnl|YPES214092|GKDD-2127-MONOMER	Yp4003_00401	100.00
gnl|YPES214092|GKDD-2133-MONOMER	Yp4003_00411	100.00
gnl|YPES214092|GKDD-2134-MONOMER	Yp4003_00412	100.00
gnl|YPES214092|GKDD-2140-MONOMER	Yp4003_00418	100.00
gnl|YPES214092|GKDD-2141-MONOMER	Yp4003_00419	100.00
gnl|YPES214092|GKDD-2142-MONOMER	Yp4003_00420	100.00
gnl|YPES214092|GKDD-2162-MONOMER	Yp4003_01523	100.00
gnl|YPES214092|GKDD-2163-MONOMER	Yp4003_01522	100.00
gnl|YPES214092|GKDD-2164-MONOMER	Yp4003_01520	100.00
gnl|YPES214092|GKDD-2165-MONOMER	Yp4003_01519	100.00
gnl|YPES214092|GKDD-2166-MONOMER	Yp4003_01518	100.00
gnl|YPES214092|GKDD-2167-MONOMER	Yp4003_01517	100.00
gnl|YPES214092|GKDD-2193-MONOMER	Yp4003_02490	100.00
gnl|YPES214092|GKDD-2194-MONOMER	Yp4003_02489	100.00
gnl|YPES214092|GKDD-2195-MONOMER	Yp4003_02488	100.00
gnl|YPES214092|GKDD-2196-MONOMER	Yp4003_02487	100.00
gnl|YPES214092|GKDD-2197-MONOMER	Yp4003_02486	100.00
gnl|YPES214092|GKDD-2198-MONOMER	Yp4003_02485	100.00
gnl|YPES214092|GKDD-2199-MONOMER	Yp4003_02484	100.00
gnl|YPES214092|GKDD-22-MONOMER	Yp4003_04260	100.00
gnl|YPES214092|GKDD-222-MONOMER	Yp4003_03348	100.00
gnl|YPES214092|GKDD-2224-MONOMER	Yp4003_04158	100.00
gnl|YPES214092|GKDD-2225-MONOMER	Yp4003_04157	100.00
gnl|YPES214092|GKDD-2226-MONOMER	Yp4003_04156	100.00
gnl|YPES214092|GKDD-2227-MONOMER	Yp4003_04155	100.00
gnl|YPES214092|GKDD-2228-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-223-MONOMER	Yp4003_03347	100.00
gnl|YPES214092|GKDD-2230-MONOMER	Yp4003_03979	100.00
gnl|YPES214092|GKDD-224-MONOMER	Yp4003_03346	100.00
gnl|YPES214092|GKDD-225-MONOMER	Yp4003_03345	100.00
gnl|YPES214092|GKDD-2253-MONOMER	Yp4003_02996	100.00
gnl|YPES214092|GKDD-2254-MONOMER	Yp4003_02997	100.00
gnl|YPES214092|GKDD-2255-MONOMER	Yp4003_02998	100.00
gnl|YPES214092|GKDD-2256-MONOMER	Yp4003_02999	100.00
gnl|YPES214092|GKDD-2257-MONOMER	Yp4003_03000	100.00
gnl|YPES214092|GKDD-2258-MONOMER	Yp4003_03001	100.00
gnl|YPES214092|GKDD-2259-MONOMER	Yp4003_03002	100.00
gnl|YPES214092|GKDD-226-MONOMER	Yp4003_03344	100.00
gnl|YPES214092|GKDD-2260-MONOMER	Yp4003_03003	100.00
gnl|YPES214092|GKDD-227-MONOMER	Yp4003_03343	100.00
gnl|YPES214092|GKDD-2276-MONOMER	Yp4003_01588	100.00
gnl|YPES214092|GKDD-2277-MONOMER	Yp4003_01589	100.00
gnl|YPES214092|GKDD-228-MONOMER	Yp4003_03342	100.00
gnl|YPES214092|GKDD-2281-MONOMER	Yp4003_01593	100.00
gnl|YPES214092|GKDD-2283-MONOMER	Yp4003_01595	100.00
gnl|YPES214092|GKDD-2292-MONOMER	Yp4003_01606	100.00
gnl|YPES214092|GKDD-2293-MONOMER	Yp4003_01607	100.00
gnl|YPES214092|GKDD-2298-MONOMER	Yp4003_01612	100.00
gnl|YPES214092|GKDD-2299-MONOMER	Yp4003_01613	100.00
gnl|YPES214092|GKDD-2300-MONOMER	Yp4003_01614	100.00
gnl|YPES214092|GKDD-2301-MONOMER	Yp4003_01615	100.00
gnl|YPES214092|GKDD-2302-MONOMER	Yp4003_01616	100.00
gnl|YPES214092|GKDD-2314-MONOMER	Yp4003_01628	100.00
gnl|YPES214092|GKDD-2315-MONOMER	Yp4003_01629	100.00
gnl|YPES214092|GKDD-2316-MONOMER	Yp4003_01630	100.00
gnl|YPES214092|GKDD-2326-MONOMER	Yp4003_01990	100.00
gnl|YPES214092|GKDD-2328-MONOMER	Yp4003_01987	100.00
gnl|YPES214092|GKDD-2330-MONOMER	Yp4003_01985	100.00
gnl|YPES214092|GKDD-2334-MONOMER	Yp4003_01981	100.00
gnl|YPES214092|GKDD-2335-MONOMER	Yp4003_01980	100.00
gnl|YPES214092|GKDD-2338-MONOMER	Yp4003_01978	100.00
gnl|YPES214092|GKDD-2342-MONOMER	Yp4003_01974	100.00
gnl|YPES214092|GKDD-2344-MONOMER	Yp4003_01972	100.00
gnl|YPES214092|GKDD-2347-MONOMER	Yp4003_01969	100.00
gnl|YPES214092|GKDD-2352-MONOMER	Yp4003_01964	100.00
gnl|YPES214092|GKDD-2354-MONOMER	Yp4003_01962	100.00
gnl|YPES214092|GKDD-2356-MONOMER	Yp4003_01960	100.00
gnl|YPES214092|GKDD-2360-MONOMER	Yp4003_02820	100.00
gnl|YPES214092|GKDD-2361-MONOMER	Yp4003_02819	100.00
gnl|YPES214092|GKDD-2363-MONOMER	Yp4003_02818	100.00
gnl|YPES214092|GKDD-2364-MONOMER	Yp4003_02817	100.00
gnl|YPES214092|GKDD-2366-MONOMER	Yp4003_02815	100.00
gnl|YPES214092|GKDD-2371-MONOMER	Yp4003_02810	100.00
gnl|YPES214092|GKDD-2372-MONOMER	Yp4003_02809	100.00
gnl|YPES214092|GKDD-2378-MONOMER	Yp4003_02803	100.00
gnl|YPES214092|GKDD-2379-MONOMER	Yp4003_02802	100.00
gnl|YPES214092|GKDD-2384-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-2391-MONOMER	Yp4003_01269	100.00
gnl|YPES214092|GKDD-2396-MONOMER	Yp4003_01274	100.00
gnl|YPES214092|GKDD-2398-MONOMER	Yp4003_01276	100.00
gnl|YPES214092|GKDD-2399-MONOMER	Yp4003_01277	100.00
gnl|YPES214092|GKDD-24-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-2400-MONOMER	Yp4003_01278	100.00
gnl|YPES214092|GKDD-2411-MONOMER	Yp4003_01289	100.00
gnl|YPES214092|GKDD-2412-MONOMER	Yp4003_01290	100.00
gnl|YPES214092|GKDD-2419-MONOMER	Yp4003_01297	100.00
gnl|YPES214092|GKDD-2421-MONOMER	Yp4003_01299	100.00
gnl|YPES214092|GKDD-2423-MONOMER	Yp4003_01301	100.00
gnl|YPES214092|GKDD-2426-MONOMER	Yp4003_01303	100.00
gnl|YPES214092|GKDD-2428-MONOMER	Yp4003_01305	100.00
gnl|YPES214092|GKDD-2432-MONOMER	Yp4003_01308	100.00
gnl|YPES214092|GKDD-2433-MONOMER	Yp4003_01309	100.00
gnl|YPES214092|GKDD-2439-MONOMER	Yp4003_02159	100.00
gnl|YPES214092|GKDD-2440-MONOMER	Yp4003_02157	100.00
gnl|YPES214092|GKDD-2441-MONOMER	Yp4003_02156	100.00
gnl|YPES214092|GKDD-2442-MONOMER	Yp4003_02153	100.00
gnl|YPES214092|GKDD-2449-MONOMER	Yp4003_02145	100.00
gnl|YPES214092|GKDD-2453-MONOMER	Yp4003_02141	100.00
